store_id,item_id,wm_yr_wk,sell_price
CA_1,HOBBIES_1_012,11103,13.13
CA_1,HOBBIES_1_012,11104,13.13
CA_1,HOBBIES_1_012,11105,13.13
CA_1,HOBBIES_1_012,11106,13.13
CA_1,HOBBIES_1_012,11107,13.13
CA_1,HOBBIES_1_012,11108,13.13
CA_1,HOBBIES_1_012,11109,13.13
CA_1,HOBBIES_1_012,11110,13.13
CA_1,HOBBIES_1_012,11111,13.13
CA_1,HOBBIES_1_012,11112,13.13
CA_1,HOBBIES_1_012,11113,13.13
CA_1,HOBBIES_1_012,11114,13.13
CA_1,HOBBIES_1_012,11115,13.13
CA_1,HOBBIES_1_013,11101,8.25
CA_1,HOBBIES_1_013,11102,8.25
CA_1,HOBBIES_1_013,11103,8.25
CA_1,HOBBIES_1_013,11104,8.25
CA_1,HOBBIES_1_013,11105,8.25
CA_1,HOBBIES_1_013,11106,8.25
CA_1,HOBBIES_1_013,11107,8.25
CA_1,HOBBIES_1_013,11108,8.25
CA_1,HOBBIES_1_013,11109,8.25
CA_1,HOBBIES_1_013,11110,8.25
CA_1,HOBBIES_1_013,11111,8.25
CA_1,HOBBIES_1_013,11112,8.25
CA_1,HOBBIES_1_013,11113,8.25
CA_1,HOBBIES_1_013,11114,8.25
CA_1,HOBBIES_1_013,11115,8.25
CA_1,HOBBIES_1_014,11101,6.75
CA_1,HOBBIES_1_014,11102,6.75
CA_1,HOBBIES_1_014,11103,6.75
CA_1,HOBBIES_1_014,11104,6.75
CA_1,HOBBIES_1_014,11105,6.75
CA_1,HOBBIES_1_014,11106,6.75
CA_1,HOBBIES_1_014,11107,6.75
CA_1,HOBBIES_1_014,11108,6.75
CA_1,HOBBIES_1_014,11109,6.75
CA_1,HOBBIES_1_014,11110,6.75
CA_1,HOBBIES_1_014,11111,6.75
CA_1,HOBBIES_1_014,11112,6.75
CA_1,HOBBIES_1_014,11113,6.75
CA_1,HOBBIES_1_014,11114,6.75
CA_1,HOBBIES_1_014,11115,6.75
CA_1,HOBBIES_1_015,11101,7.6
CA_1,HOBBIES_1_015,11102,7.6
CA_1,HOBBIES_1_015,11103,7.6
CA_1,HOBBIES_1_015,11104,7.6
CA_1,HOBBIES_1_015,11105,7.6
CA_1,HOBBIES_1_015,11106,7.6
CA_1,HOBBIES_1_015,11107,7.6
CA_1,HOBBIES_1_015,11108,7.6
CA_1,HOBBIES_1_015,11109,7.6
CA_1,HOBBIES_1_015,11110,7.6
CA_1,HOBBIES_1_015,11111,7.6
CA_1,HOBBIES_1_015,11112,7.6
CA_1,HOBBIES_1_015,11113,7.6
CA_1,HOBBIES_1_015,11114,7.6
CA_1,HOBBIES_1_015,11115,7.6
CA_1,HOBBIES_1_016,11101,13.74
CA_1,HOBBIES_1_016,11102,13.74
CA_1,HOBBIES_1_016,11103,13.74
CA_1,HOBBIES_1_016,11104,13.74
CA_1,HOBBIES_1_016,11105,13.74
CA_1,HOBBIES_1_016,11106,13.74
CA_1,HOBBIES_1_016,11107,13.74
CA_1,HOBBIES_1_016,11108,13.74
CA_1,HOBBIES_1_016,11109,13.74
CA_1,HOBBIES_1_016,11110,13.74
CA_1,HOBBIES_1_016,11111,13.74
CA_1,HOBBIES_1_016,11112,13.74
CA_1,HOBBIES_1_016,11113,13.74
CA_1,HOBBIES_1_016,11114,13.74
CA_1,HOBBIES_1_016,11115,13.74
CA_1,HOBBIES_1_017,11101,7.46
CA_1,HOBBIES_1_017,11102,7.46
CA_1,HOBBIES_1_017,11103,7.46
CA_1,HOBBIES_1_017,11104,7.46
CA_1,HOBBIES_1_017,11105,7.46
CA_1,HOBBIES_1_017,11106,7.46
CA_1,HOBBIES_1_017,11107,7.46
CA_1,HOBBIES_1_017,11108,7.46
CA_1,HOBBIES_1_017,11109,7.46
CA_1,HOBBIES_1_017,11110,7.46
CA_1,HOBBIES_1_017,11111,7.46
CA_1,HOBBIES_1_017,11112,7.46
CA_1,HOBBIES_1_017,11113,7.46
CA_1,HOBBIES_1_017,11114,7.46
CA_1,HOBBIES_1_017,11115,7.46
CA_1,HOBBIES_1_018,11101,4.32
CA_1,HOBBIES_1_018,11102,4.32
CA_1,HOBBIES_1_018,11103,4.32
CA_1,HOBBIES_1_018,11104,4.32
CA_1,HOBBIES_1_018,11105,4.32
CA_1,HOBBIES_1_018,11106,4.32
CA_1,HOBBIES_1_018,11107,4.32
CA_1,HOBBIES_1_018,11108,4.32
CA_1,HOBBIES_1_018,11109,4.32
CA_1,HOBBIES_1_018,11110,4.32
CA_1,HOBBIES_1_018,11111,4.32
CA_1,HOBBIES_1_018,11112,4.32
CA_1,HOBBIES_1_018,11113,4.32
CA_1,HOBBIES_1_018,11114,4.32
CA_1,HOBBIES_1_018,11115,4.32
CA_1,HOBBIES_1_019,11101,12.12
CA_1,HOBBIES_1_019,11102,12.12
CA_1,HOBBIES_1_019,11103,12.12
CA_1,HOBBIES_1_019,11104,12.12
CA_1,HOBBIES_1_019,11105,12.12
CA_1,HOBBIES_1_019,11106,12.12
CA_1,HOBBIES_1_019,11107,12.12
CA_1,HOBBIES_1_019,11108,12.12
CA_1,HOBBIES_1_019,11109,12.12
CA_1,HOBBIES_1_019,11110,12.12
CA_1,HOBBIES_1_019,11111,12.12
CA_1,HOBBIES_1_019,11112,12.12
CA_1,HOBBIES_1_019,11113,12.12
CA_1,HOBBIES_1_019,11114,12.12
CA_1,HOBBIES_1_019,11115,12.12
CA_1,HOBBIES_1_020,11101,10.16
CA_1,HOBBIES_1_020,11102,10.16
CA_1,HOBBIES_1_020,11103,10.16
CA_1,HOBBIES_1_020,11104,10.16
CA_1,HOBBIES_1_020,11105,10.16
CA_1,HOBBIES_1_020,11106,10.16
CA_1,HOBBIES_1_020,11107,10.16
CA_1,HOBBIES_1_020,11108,10.16
CA_1,HOBBIES_1_020,11109,10.16
CA_1,HOBBIES_1_020,11110,10.16
CA_1,HOBBIES_1_020,11111,10.16
CA_1,HOBBIES_1_020,11112,10.16
CA_1,HOBBIES_1_020,11113,10.16
CA_1,HOBBIES_1_020,11114,10.16
CA_1,HOBBIES_1_020,11115,10.16
CA_1,HOBBIES_1_021,11101,10.39
CA_1,HOBBIES_1_021,11102,10.39
CA_1,HOBBIES_1_021,11103,10.39
CA_1,HOBBIES_1_021,11104,10.39
CA_1,HOBBIES_1_021,11105,10.39
CA_1,HOBBIES_1_021,11106,10.39
CA_1,HOBBIES_1_021,11107,10.39
CA_1,HOBBIES_1_021,11108,10.39
CA_1,HOBBIES_1_021,11109,10.39
CA_1,HOBBIES_1_021,11110,10.39
CA_1,HOBBIES_1_021,11111,10.39
CA_1,HOBBIES_1_021,11112,10.39
CA_1,HOBBIES_1_021,11113,10.39
CA_1,HOBBIES_1_021,11114,10.39
CA_1,HOBBIES_1_021,11115,10.39
CA_1,HOBBIES_1_022,11101,2.08
CA_1,HOBBIES_1_022,11102,2.08
CA_1,HOBBIES_1_022,11103,2.08
CA_1,HOBBIES_1_022,11104,2.08
CA_1,HOBBIES_1_022,11105,2.08
CA_1,HOBBIES_1_022,11106,2.08
CA_1,HOBBIES_1_022,11107,2.08
CA_1,HOBBIES_1_022,11108,2.08
CA_1,HOBBIES_1_022,11109,2.08
CA_1,HOBBIES_1_022,11110,2.08
CA_1,HOBBIES_1_022,11111,2.08
CA_1,HOBBIES_1_022,11112,2.08
CA_1,HOBBIES_1_022,11113,2.08
CA_1,HOBBIES_1_022,11114,2.08
CA_1,HOBBIES_1_022,11115,2.08
CA_1,HOBBIES_1_023,11101,11.99
CA_1,HOBBIES_1_023,11102,11.99
CA_1,HOBBIES_1_023,11103,11.99
CA_1,HOBBIES_1_023,11104,11.99
CA_1,HOBBIES_1_023,11105,11.99
CA_1,HOBBIES_1_023,11106,11.99
CA_1,HOBBIES_1_023,11107,11.99
CA_1,HOBBIES_1_023,11108,11.99
CA_1,HOBBIES_1_023,11109,11.99
CA_1,HOBBIES_1_023,11110,11.99
CA_1,HOBBIES_1_023,11111,11.99
CA_1,HOBBIES_1_023,11112,11.99
CA_1,HOBBIES_1_023,11113,11.99
CA_1,HOBBIES_1_023,11114,11.99
CA_1,HOBBIES_1_023,11115,11.99
CA_1,HOBBIES_1_024,11101,2.08
CA_1,HOBBIES_1_024,11102,2.08
CA_1,HOBBIES_1_024,11103,2.08
CA_1,HOBBIES_1_024,11104,2.08
CA_1,HOBBIES_1_024,11105,2.08
CA_1,HOBBIES_1_024,11106,2.08
CA_1,HOBBIES_1_024,11107,2.08
CA_1,HOBBIES_1_024,11108,2.08
CA_1,HOBBIES_1_024,11109,2.08
CA_1,HOBBIES_1_024,11110,2.08
CA_1,HOBBIES_1_024,11111,2.08
CA_1,HOBBIES_1_024,11112,2.08
CA_1,HOBBIES_1_024,11113,2.08
CA_1,HOBBIES_1_024,11114,2.08
CA_1,HOBBIES_1_024,11115,2.08
CA_1,HOBBIES_1_025,11101,11.21
CA_1,HOBBIES_1_025,11102,11.21
CA_1,HOBBIES_1_025,11103,11.21
CA_1,HOBBIES_1_025,11104,11.21
CA_1,HOBBIES_1_025,11105,11.21
CA_1,HOBBIES_1_025,11106,11.21
CA_1,HOBBIES_1_025,11107,11.21
CA_1,HOBBIES_1_025,11108,11.21
CA_1,HOBBIES_1_025,11109,11.21
CA_1,HOBBIES_1_025,11110,11.21
CA_1,HOBBIES_1_025,11111,11.21
CA_1,HOBBIES_1_025,11112,11.21
CA_1,HOBBIES_1_025,11113,11.21
CA_1,HOBBIES_1_025,11114,11.21
CA_1,HOBBIES_1_025,11115,11.21
CA_1,HOBBIES_1_026,11101,2.75
CA_1,HOBBIES_1_026,11102,2.75
CA_1,HOBBIES_1_026,11103,2.75
CA_1,HOBBIES_1_026,11104,2.75
CA_1,HOBBIES_1_026,11105,2.75
CA_1,HOBBIES_1_026,11106,2.75
CA_1,HOBBIES_1_026,11107,2.75
CA_1,HOBBIES_1_026,11108,2.75
CA_1,HOBBIES_1_026,11109,2.75
CA_1,HOBBIES_1_026,11110,2.75
CA_1,HOBBIES_1_026,11111,2.75
CA_1,HOBBIES_1_026,11112,2.75
CA_1,HOBBIES_1_026,11113,2.75
CA_1,HOBBIES_1_026,11114,2.75
CA_1,HOBBIES_1_026,11115,2.75
CA_1,HOBBIES_1_027,11101,8.29
CA_1,HOBBIES_1_027,11102,8.29
CA_1,HOBBIES_1_027,11103,8.29
CA_1,HOBBIES_1_027,11104,8.29
CA_1,HOBBIES_1_027,11105,8.29
CA_1,HOBBIES_1_027,11106,8.29
CA_1,HOBBIES_1_027,11107,8.29
CA_1,HOBBIES_1_027,11108,8.29
CA_1,HOBBIES_1_027,11109,8.29
CA_1,HOBBIES_1_027,11110,8.29
CA_1,HOBBIES_1_027,11111,8.29
CA_1,HOBBIES_1_027,11112,8.29
CA_1,HOBBIES_1_027,11113,8.29
CA_1,HOBBIES_1_027,11114,8.29
CA_1,HOBBIES_1_027,11115,8.29
CA_1,HOBBIES_1_028,11101,14.17
CA_1,HOBBIES_1_028,11102,14.17
CA_1,HOBBIES_1_028,11103,14.17
CA_1,HOBBIES_1_028,11104,14.17
CA_1,HOBBIES_1_028,11105,14.17
CA_1,HOBBIES_1_028,11106,14.17
CA_1,HOBBIES_1_028,11107,14.17
CA_1,HOBBIES_1_028,11108,14.17
CA_1,HOBBIES_1_028,11109,14.17
CA_1,HOBBIES_1_028,11110,14.17
CA_1,HOBBIES_1_028,11111,14.17
CA_1,HOBBIES_1_028,11112,14.17
CA_1,HOBBIES_1_028,11113,14.17
CA_1,HOBBIES_1_028,11114,14.17
CA_1,HOBBIES_1_028,11115,14.17
CA_1,HOBBIES_1_029,11101,13.32
CA_1,HOBBIES_1_029,11102,13.32
CA_1,HOBBIES_1_029,11103,13.32
CA_1,HOBBIES_1_029,11104,13.32
CA_1,HOBBIES_1_029,11105,13.32
CA_1,HOBBIES_1_029,11106,13.32
CA_1,HOBBIES_1_029,11107,13.32
CA_1,HOBBIES_1_029,11108,13.32
CA_1,HOBBIES_1_029,11109,13.32
CA_1,HOBBIES_1_029,11110,13.32
CA_1,HOBBIES_1_029,11111,13.32
CA_1,HOBBIES_1_029,11112,13.32
CA_1,HOBBIES_1_029,11113,13.32
CA_1,HOBBIES_1_029,11114,13.32
CA_1,HOBBIES_1_029,11115,13.32
CA_1,HOBBIES_1_030,11101,8.65
CA_1,HOBBIES_1_030,11102,8.65
CA_1,HOBBIES_1_030,11103,8.65
CA_1,HOBBIES_1_030,11104,8.65
CA_1,HOBBIES_1_030,11105,8.65
CA_1,HOBBIES_1_030,11106,8.65
CA_1,HOBBIES_1_030,11107,8.65
CA_1,HOBBIES_1_030,11108,8.65
CA_1,HOBBIES_1_030,11109,8.65
CA_1,HOBBIES_1_030,11110,8.65
CA_1,HOBBIES_1_030,11111,8.65
CA_1,HOBBIES_1_030,11112,8.65
CA_1,HOBBIES_1_030,11113,8.65
CA_1,HOBBIES_1_030,11114,8.65
CA_1,HOBBIES_1_030,11115,8.65
CA_1,HOBBIES_1_031,11101,5.21
CA_1,HOBBIES_1_031,11102,5.21
CA_1,HOBBIES_1_031,11103,5.21
CA_1,HOBBIES_1_031,11104,5.21
CA_1,HOBBIES_1_031,11105,5.21
CA_1,HOBBIES_1_031,11106,5.21
CA_1,HOBBIES_1_031,11107,5.21
CA_1,HOBBIES_1_031,11108,5.21
CA_1,HOBBIES_1_031,11109,5.21
CA_1,HOBBIES_1_031,11110,5.21
CA_1,HOBBIES_1_031,11111,5.21
CA_1,HOBBIES_1_031,11112,5.21
CA_1,HOBBIES_1_031,11113,5.21
CA_1,HOBBIES_1_031,11114,5.21
CA_1,HOBBIES_1_031,11115,5.21
CA_1,HOBBIES_1_032,11101,9.29
CA_1,HOBBIES_1_032,11102,9.29
CA_1,HOBBIES_1_032,11103,9.29
CA_1,HOBBIES_1_032,11104,9.29
CA_1,HOBBIES_1_032,11105,9.29
CA_1,HOBBIES_1_032,11106,9.29
CA_1,HOBBIES_1_032,11107,9.29
CA_1,HOBBIES_1_032,11108,9.29
CA_1,HOBBIES_1_032,11109,9.29
CA_1,HOBBIES_1_032,11110,9.29
CA_1,HOBBIES_1_032,11111,9.29
CA_1,HOBBIES_1_032,11112,9.29
CA_1,HOBBIES_1_032,11113,9.29
CA_1,HOBBIES_1_032,11114,9.29
CA_1,HOBBIES_1_032,11115,9.29
CA_1,HOBBIES_1_033,11101,3.27
CA_1,HOBBIES_1_033,11102,3.27
CA_1,HOBBIES_1_033,11103,3.27
CA_1,HOBBIES_1_033,11104,3.27
CA_1,HOBBIES_1_033,11105,3.27
CA_1,HOBBIES_1_033,11106,3.27
CA_1,HOBBIES_1_033,11107,3.27
CA_1,HOBBIES_1_033,11108,3.27
CA_1,HOBBIES_1_033,11109,3.27
CA_1,HOBBIES_1_033,11110,3.27
CA_1,HOBBIES_1_033,11111,3.27
CA_1,HOBBIES_1_033,11112,3.27
CA_1,HOBBIES_1_033,11113,3.27
CA_1,HOBBIES_1_033,11114,3.27
CA_1,HOBBIES_1_033,11115,3.27
CA_1,HOBBIES_1_034,11101,13.39
CA_1,HOBBIES_1_034,11102,13.39
CA_1,HOBBIES_1_034,11103,13.39
CA_1,HOBBIES_1_034,11104,13.39
CA_1,HOBBIES_1_034,11105,13.39
CA_1,HOBBIES_1_034,11106,13.39
CA_1,HOBBIES_1_034,11107,13.39
CA_1,HOBBIES_1_034,11108,13.39
CA_1,HOBBIES_1_034,11109,13.39
CA_1,HOBBIES_1_034,11110,13.39
CA_1,HOBBIES_1_034,11111,13.39
CA_1,HOBBIES_1_034,11112,13.39
CA_1,HOBBIES_1_034,11113,13.39
CA_1,HOBBIES_1_034,11114,13.39
CA_1,HOBBIES_1_034,11115,13.39
CA_1,HOBBIES_1_035,11101,9.39
CA_1,HOBBIES_1_035,11102,9.39
CA_1,HOBBIES_1_035,11103,9.39
CA_1,HOBBIES_1_035,11104,9.39
CA_1,HOBBIES_1_035,11105,9.39
CA_1,HOBBIES_1_035,11106,9.39
CA_1,HOBBIES_1_035,11107,9.39
CA_1,HOBBIES_1_035,11108,9.39
CA_1,HOBBIES_1_035,11109,9.39
CA_1,HOBBIES_1_035,11110,9.39
CA_1,HOBBIES_1_035,11111,9.39
CA_1,HOBBIES_1_035,11112,9.39
CA_1,HOBBIES_1_035,11113,9.39
CA_1,HOBBIES_1_035,11114,9.39
CA_1,HOBBIES_1_035,11115,9.39
CA_1,HOBBIES_1_036,11101,10.82
CA_1,HOBBIES_1_036,11102,10.82
CA_1,HOBBIES_1_036,11103,10.82
CA_1,HOBBIES_1_036,11104,10.82
CA_1,HOBBIES_1_036,11105,10.82
CA_1,HOBBIES_1_036,11106,10.82
CA_1,HOBBIES_1_036,11107,10.82
CA_1,HOBBIES_1_036,11108,10.82
CA_1,HOBBIES_1_036,11109,10.82
CA_1,HOBBIES_1_036,11110,10.82
CA_1,HOBBIES_1_036,11111,10.82
CA_1,HOBBIES_1_036,11112,10.82
CA_1,HOBBIES_1_036,11113,10.82
CA_1,HOBBIES_1_036,11114,10.82
CA_1,HOBBIES_1_036,11115,10.82
CA_1,HOBBIES_1_037,11101,11.89
CA_1,HOBBIES_1_037,11102,11.89
CA_1,HOBBIES_1_037,11103,11.89
CA_1,HOBBIES_1_037,11104,11.89
CA_1,HOBBIES_1_037,11105,11.89
CA_1,HOBBIES_1_037,11106,11.89
CA_1,HOBBIES_1_037,11107,11.89
CA_1,HOBBIES_1_037,11108,11.89
CA_1,HOBBIES_1_037,11109,11.89
CA_1,HOBBIES_1_037,11110,11.89
CA_1,HOBBIES_1_037,11111,11.89
CA_1,HOBBIES_1_037,11112,11.89
CA_1,HOBBIES_1_037,11113,11.89
CA_1,HOBBIES_1_037,11114,11.89
CA_1,HOBBIES_1_037,11115,11.89
CA_1,HOBBIES_1_038,11101,4.21
CA_1,HOBBIES_1_038,11102,4.21
CA_1,HOBBIES_1_038,11103,4.21
CA_1,HOBBIES_1_038,11104,4.21
CA_1,HOBBIES_1_038,11105,4.21
CA_1,HOBBIES_1_038,11106,4.21
CA_1,HOBBIES_1_038,11107,4.21
CA_1,HOBBIES_1_038,11108,4.21
CA_1,HOBBIES_1_038,11109,4.21
CA_1,HOBBIES_1_038,11110,4.21
CA_1,HOBBIES_1_038,11111,4.21
CA_1,HOBBIES_1_038,11112,4.21
CA_1,HOBBIES_1_038,11113,4.21
CA_1,HOBBIES_1_038,11114,4.21
CA_1,HOBBIES_1_038,11115,4.21
CA_1,HOBBIES_1_039,11101,3.62
CA_1,HOBBIES_1_039,11102,3.62
CA_1,HOBBIES_1_039,11103,3.62
CA_1,HOBBIES_1_039,11104,3.62
CA_1,HOBBIES_1_039,11105,3.62
CA_1,HOBBIES_1_039,11106,3.62
CA_1,HOBBIES_1_039,11107,3.62
CA_1,HOBBIES_1_039,11108,3.62
CA_1,HOBBIES_1_039,11109,3.62
CA_1,HOBBIES_1_039,11110,3.62
CA_1,HOBBIES_1_039,11111,3.62
CA_1,HOBBIES_1_039,11112,3.62
CA_1,HOBBIES_1_039,11113,3.62
CA_1,HOBBIES_1_039,11114,3.62
CA_1,HOBBIES_1_039,11115,3.62
CA_1,HOBBIES_1_040,11101,2.17
CA_1,HOBBIES_1_040,11102,2.17
CA_1,HOBBIES_1_040,11103,2.17
CA_1,HOBBIES_1_040,11104,2.17
CA_1,HOBBIES_1_040,11105,2.17
CA_1,HOBBIES_1_040,11106,2.17
CA_1,HOBBIES_1_040,11107,2.17
CA_1,HOBBIES_1_040,11108,2.17
CA_1,HOBBIES_1_040,11109,2.17
CA_1,HOBBIES_1_040,11110,2.17
CA_1,HOBBIES_1_040,11111,2.17
CA_1,HOBBIES_1_040,11112,2.17
CA_1,HOBBIES_1_040,11113,2.17
CA_1,HOBBIES_1_040,11114,2.17
CA_1,HOBBIES_1_040,11115,2.17
CA_1,HOBBIES_1_041,11101,2.46
CA_1,HOBBIES_1_041,11102,2.46
CA_1,HOBBIES_1_041,11103,2.46
CA_1,HOBBIES_1_041,11104,2.46
CA_1,HOBBIES_1_041,11105,2.46
CA_1,HOBBIES_1_041,11106,2.46
